Date,Time ,Conditions,Site,Treatment,P. cinctipes (postlarvae),Cancer spp. (postlarvae),Pachygrapsus crassipes (postlarvae),Hemigrapsus nudus (postlarvae),Cancer productus (postlarvae),Hemigrapsus,Fabia subquadrata (postlarvae),Pinnixia (postlarvae),Pugettia (postlarvae),Rockfish (juv2to3inch),Anoplarchus purpurescens,Unknown crab,Cancer spp. (mostly magister) (juv and adults),Pugettia (juv to adult),Comments
7/26/13,10:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,10:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/26/13,10:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,10:30,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lots of caprellid amphipods
7/29/13,10:30,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 Pugettia producta
7/29/13,10:30,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,11:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"egg mass of unknown species (hard, light orange)"
7/29/13,11:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"egg mass of unknown species (hard, light orange)"
7/29/13,11:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,11:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,11:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/29/13,11:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,10:30,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4 Pugettia producta
7/31/13,10:30,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,10:30,foggy,CG,No crab,0,0,0,0,1,0,0,0,0,0,0,0,0,0, 
7/31/13,11:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,egg mass of unknown species
7/31/13,11:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,egg mass of unknown species
7/31/13,11:30,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,11:00,foggy,DB,No crab,0,1,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,11:00,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
7/31/13,11:00,foggy,DB,No crab,0,1,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,10:30,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 Pugettia producta
8/2/13,10:30,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 kelp fish
8/2/13,10:30,clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1 Cancer jordani
8/2/13,11:30,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,11:30,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,11:30,clear,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,egg mass of unknown species 
8/2/13,10:00,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,10:00,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/2/13,10:00,clear,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,10:00,foggy,CG,No crab,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Pugettia producta
8/5/13,10:00,foggy,CG,No crab,0,0,1,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,10:00,foggy,CG,No crab,0,0,0,2,0,0,0,0,0,0,0,0,0,0, 
8/5/13,11:00,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,11:00,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,11:00,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,10:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,10:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/5/13,10:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/7/13,8:30,overcast,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 Pugettia producta
8/7/13,8:30,overcast,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/7/13,8:30,overcast,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lots of caprellid amphipods
8/7/13,9:30,overcast,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,egg mass of unknown species
8/7/13,9:30,overcast,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/7/13,9:30,overcast,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/7/13,9:00,overcast,DB,No crab,0,3,0,0,0,3,0,0,0,0,0,0,0,0, 
8/7/13,9:00,overcast,DB,No crab,0,0,0,0,0,0,0,3,8,0,0,0,0,1,1 Pugettia producta
8/7/13,9:00,overcast,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,8:15,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 Pugettia producta
8/9/13,8:15,foggy,CG,No crab,1,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,8:15,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,9:15,foggy,CC,No crab,0,1,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,9:15,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,9:15,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,8:30,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,8:30,foggy,DB,No crab,0,3,0,0,0,0,0,0,0,0,0,0,0,0, 
8/9/13,8:30,foggy,DB,No crab,0,4,0,0,0,0,0,0,8,0,0,0,0,0, 
8/12/13,10:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2 Pugettia producta
8/12/13,10:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/12/13,10:00,foggy,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1 Cancer branneri
8/12/13,11:00,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/12/13,11:00,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/12/13,11:00,foggy,CC,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,0, 
8/12/13,10:15,foggy,DB,No crab,1,5,0,0,0,0,0,0,0,0,0,0,0,0, 
8/12/13,10:15,foggy,DB,No crab,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1 Pugettia productus
8/12/13,10:15,foggy,DB,No crab,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1 gunnell (Anoplarchus purpurescens)
8/15/13,11:00,foggy/clear,CG,No crab,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1 Pugettia productus
8/15/13,11:00,foggy/clear,CG,No crab,0,0,0,2,0,0,0,0,0,0,0,0,0,0, 
8/15/13,11:00,foggy/clear,CG,No crab,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1 Cancer branneri
8/15/13,12:00,foggy/clear,CC,No crab,0,0,0,0,0,0,0,1,0,0,0,0,0,0, 
8/15/13,12:00,foggy/clear,CC,No crab,0,2,0,0,0,0,0,0,0,0,0,0,0,0, 
8/15/13,12:00,foggy/clear,CC,No crab,0,1,0,0,0,0,0,0,0,0,0,0,0,0, 
8/15/13,11:30,foggy/clear,DB,No crab,0,7,0,0,0,0,0,0,0,0,0,0,0,1,"1 Pugettia productus, fishing hook and line stuck in tuffy"
8/15/13,11:30,foggy/clear,DB,No crab,1,1,0,1,0,0,0,0,1,0,0,0,0,0, 
8/15/13,11:30,foggy/clear,DB,No crab,1,5,0,0,0,0,0,0,0,0,0,0,0,0, 
